Date,Order ID,Customer ID,Product Category,Customer Segment,Sales Amount,Quantity Sold,Discount Applied,Marketing Channel
2024-08-24 19:10:13.648263,ORD000103,CUST00103,Sports,Returning Customer,217.21,3,0.14,Email
2024-06-06 19:10:13.648263,ORD000104,CUST00104,Toys,VIP Customer,172.71,4,0.27,Email
2024-01-02 19:10:13.648263,ORD000105,CUST00105,Books,Returning Customer,473.71,4,0.13,Referral
2024-01-18 19:10:13.648263,ORD000106,CUST00106,Electronics,Returning Customer,118.46,1,0.08,Email
2024-03-27 19:10:13.648263,ORD000107,CUST00107,Home & Kitchen,Returning Customer,135.04,2,0.14,Direct
2024-03-02 19:10:13.648263,ORD000108,CUST00108,Electronics,VIP Customer,324.76,3,0.17,Referral
2024-05-21 19:10:13.648263,ORD000109,CUST00109,Books,New Customer,119.48,2,0.14,Social Media
2023-09-21 19:10:13.648263,ORD000110,CUST00110,Books,Returning Customer,213.63,3,0.17,Referral
2023-09-28 19:10:13.648263,ORD000111,CUST00111,Clothing,Returning Customer,499.06,3,0.07,Direct
2023-12-08 19:10:13.648263,ORD000112,CUST00112,Books,New Customer,362.37,4,0.09,Social Media
2024-06-24 19:10:13.648263,ORD000113,CUST00113,Clothing,New Customer,380.6,4,0.24,Email
2024-07-25 19:10:13.648263,ORD000114,CUST00114,Sports,New Customer,194.6,1,0.05,Referral
2024-01-01 19:10:13.648263,ORD000115,CUST00115,Clothing,VIP Customer,492.49,3,0.25,Email
2024-08-12 19:10:13.648263,ORD000116,CUST00116,Clothing,New Customer,325.2,4,0.1,Social Media
2023-12-05 19:10:13.648263,ORD000117,CUST00117,Clothing,New Customer,135.71,2,0.28,Social Media
2024-04-04 19:10:13.648263,ORD000118,CUST00118,Clothing,New Customer,477.79,2,0.17,Referral
2023-11-06 19:10:13.648263,ORD000119,CUST00119,Home & Kitchen,VIP Customer,129.36,3,0.06,Social Media
2024-07-31 19:10:13.648263,ORD000120,CUST00120,Electronics,VIP Customer,359.03,2,0.19,Social Media
2024-03-23 19:10:13.648263,ORD000121,CUST00121,Electronics,Returning Customer,389.59,2,0.1,Email
2023-11-30 19:10:13.648263,ORD000122,CUST00122,Clothing,New Customer,68.11,4,0.27,Email
2024-01-22 19:10:13.648263,ORD000123,CUST00123,Electronics,New Customer,245.38,3,0.12,Email
2023-10-04 19:10:13.648263,ORD000124,CUST00124,Books,New Customer,461.52,4,0.16,Email
2023-09-22 19:10:13.648263,ORD000125,CUST00125,Books,New Customer,38.41,2,0.17,Social Media
2023-12-12 19:10:13.648263,ORD000126,CUST00126,Clothing,Returning Customer,66.43,3,0.24,Email
2024-08-06 19:10:13.648263,ORD000127,CUST00127,Home & Kitchen,New Customer,158.56,3,0.19,Social Media
2024-06-15 19:10:13.648263,ORD000128,CUST00128,Clothing,VIP Customer,451.23,2,0.2,Social Media
2024-08-10 19:10:13.648263,ORD000129,CUST00129,Electronics,Returning Customer,464.54,4,0.25,Email
2024-07-11 19:10:13.648263,ORD000130,CUST00130,Toys,Returning Customer,267.48,2,0.04,Direct
2024-06-18 19:10:13.648263,ORD000131,CUST00131,Clothing,New Customer,338.65,3,0.16,Social Media
2024-03-23 19:10:13.648263,ORD000132,CUST00132,Clothing,VIP Customer,110.47,4,0.3,Email
2024-05-06 19:10:13.648263,ORD000133,CUST00133,Electronics,New Customer,180.77,4,0.11,Email
2024-08-13 19:10:13.648263,ORD000134,CUST00134,Books,New Customer,350.46,4,0.2,Social Media
2024-03-19 19:10:13.648263,ORD000135,CUST00135,Home & Kitchen,VIP Customer,160.97,1,0.07,Social Media
2024-06-03 19:10:13.648263,ORD000136,CUST00136,Home & Kitchen,Returning Customer,176.7,1,0.08,Social Media
2024-05-29 19:10:13.648263,ORD000137,CUST00137,Electronics,VIP Customer,45.56,2,0.14,Social Media
2024-08-11 19:10:13.648263,ORD000138,CUST00138,Home & Kitchen,New Customer,432.8,2,0.23,Social Media
2024-02-10 19:10:13.648263,ORD000139,CUST00139,Toys,VIP Customer,103.56,4,0.15,Referral
2024-02-11 19:10:13.648263,ORD000140,CUST00140,Electronics,Returning Customer,338.17,3,0.21,Email
2024-03-28 19:10:13.648263,ORD000141,CUST00141,Electronics,New Customer,117.92,1,0.09,Email
2023-09-05 19:10:13.648263,ORD000142,CUST00142,Home & Kitchen,Returning Customer,184.53,1,0.21,Referral
2023-10-08 19:10:13.648263,ORD000143,CUST00143,Clothing,Returning Customer,177.82,3,0.07,Direct
2023-09-20 19:10:13.648263,ORD000144,CUST00144,Books,New Customer,109.29,3,0.24,Social Media
2024-04-14 19:10:13.648263,ORD000145,CUST00145,Books,New Customer,394.14,2,0.2,Referral
2024-08-23 19:10:13.648263,ORD000146,CUST00146,Sports,Returning Customer,201.7,3,0.27,Social Media
2024-04-30 19:10:13.648263,ORD000147,CUST00147,Toys,Returning Customer,296.63,4,0.14,Email
2023-11-18 19:10:13.648263,ORD000148,CUST00148,Books,New Customer,57.21,1,0.12,Email
2023-12-20 19:10:13.648263,ORD000149,CUST00149,Clothing,VIP Customer,415.19,2,0.26,Social Media
2024-08-09 19:10:13.648263,ORD000150,CUST00150,Toys,VIP Customer,67.48,4,0.29,Social Media
2024-03-02 19:10:13.648263,ORD000151,CUST00151,Toys,New Customer,437.75,3,0.04,Social Media
2023-08-30 19:10:13.648263,ORD000152,CUST00152,Toys,VIP Customer,233.63,2,0.03,Social Media
2024-06-25 19:10:13.648263,ORD000153,CUST00153,Books,Returning Customer,293.27,2,0.22,Email
2023-11-25 19:10:13.648263,ORD000154,CUST00154,Sports,Returning Customer,30.02,2,0.12,Referral
2023-09-29 19:10:13.648263,ORD000155,CUST00155,Toys,VIP Customer,200.64,2,0.0,Social Media
2024-04-28 19:10:13.648263,ORD000156,CUST00156,Home & Kitchen,New Customer,232.88,1,0.25,Referral
2024-06-21 19:10:13.648263,ORD000157,CUST00157,Electronics,VIP Customer,377.57,1,0.25,Direct
2023-09-23 19:10:13.648263,ORD000158,CUST00158,Toys,VIP Customer,434.14,1,0.07,Email
2024-07-31 19:10:13.648263,ORD000159,CUST00159,Sports,New Customer,171.42,4,0.29,Direct
2024-02-16 19:10:13.648263,ORD000160,CUST00160,Home & Kitchen,VIP Customer,78.65,2,0.0,Referral
2024-01-03 19:10:13.648263,ORD000161,CUST00161,Home & Kitchen,Returning Customer,174.2,4,0.28,Social Media
2024-07-18 19:10:13.648263,ORD000162,CUST00162,Toys,New Customer,411.67,1,0.03,Social Media
2023-12-03 19:10:13.648263,ORD000163,CUST00163,Toys,VIP Customer,486.7,3,0.23,Email
2024-08-06 19:10:13.648263,ORD000164,CUST00164,Home & Kitchen,Returning Customer,344.44,4,0.08,Direct
2024-05-02 19:10:13.648263,ORD000165,CUST00165,Clothing,Returning Customer,431.05,1,0.21,Email
2024-07-24 19:10:13.648263,ORD000166,CUST00166,Clothing,Returning Customer,413.95,4,0.11,Referral
2024-02-25 19:10:13.648263,ORD000167,CUST00167,Sports,Returning Customer,263.93,1,0.29,Social Media
2023-11-07 19:10:13.648263,ORD000168,CUST00168,Books,Returning Customer,132.46,4,0.13,Referral
2024-05-21 19:10:13.648263,ORD000169,CUST00169,Sports,Returning Customer,230.69,2,0.23,Referral
2024-07-10 19:10:13.648263,ORD000170,CUST00170,Home & Kitchen,New Customer,61.09,2,0.09,Direct
2023-11-10 19:10:13.648263,ORD000171,CUST00171,Toys,VIP Customer,50.51,3,0.02,Social Media
2023-11-09 19:10:13.648263,ORD000172,CUST00172,Books,New Customer,199.32,4,0.28,Referral
2023-11-26 19:10:13.648263,ORD000173,CUST00173,Toys,New Customer,437.09,2,0.12,Social Media
2024-04-08 19:10:13.648263,ORD000174,CUST00174,Sports,Returning Customer,206.14,1,0.24,Email
2023-10-22 19:10:13.648263,ORD000175,CUST00175,Home & Kitchen,Returning Customer,241.04,2,0.1,Social Media
2023-10-04 19:10:13.648263,ORD000176,CUST00176,Electronics,New Customer,430.81,3,0.29,Referral
2024-07-27 19:10:13.648263,ORD000177,CUST00177,Home & Kitchen,New Customer,207.87,1,0.29,Social Media
2024-04-29 19:10:13.648263,ORD000178,CUST00178,Home & Kitchen,New Customer,29.44,2,0.3,Referral
2024-04-25 19:10:13.648263,ORD000179,CUST00179,Home & Kitchen,New Customer,329.67,4,0.06,Email
2024-04-07 19:10:13.648263,ORD000180,CUST00180,Clothing,VIP Customer,411.46,3,0.06,Referral
2024-05-31 19:10:13.648263,ORD000181,CUST00181,Toys,VIP Customer,484.27,3,0.27,Social Media
2024-03-11 19:10:13.648263,ORD000182,CUST00182,Books,Returning Customer,37.28,4,0.24,Direct
2023-09-11 19:10:13.648263,ORD000183,CUST00183,Electronics,VIP Customer,371.86,2,0.25,Referral
2024-02-19 19:10:13.648263,ORD000184,CUST00184,Electronics,New Customer,495.12,4,0.03,Social Media
2024-04-09 19:10:13.648263,ORD000185,CUST00185,Toys,Returning Customer,339.44,1,0.18,Social Media
2024-02-22 19:10:13.648263,ORD000186,CUST00186,Toys,New Customer,148.18,4,0.27,Direct
2024-08-20 19:10:13.648263,ORD000187,CUST00187,Clothing,New Customer,255.58,3,0.12,Direct
2024-07-19 19:10:13.648263,ORD000188,CUST00188,Books,VIP Customer,482.55,2,0.05,Direct
2024-07-09 19:10:13.648263,ORD000189,CUST00189,Toys,VIP Customer,479.56,2,0.1,Email
2024-02-22 19:10:13.648263,ORD000190,CUST00190,Books,VIP Customer,444.67,3,0.07,Direct
2024-08-20 19:10:13.648263,ORD000191,CUST00191,Home & Kitchen,New Customer,143.59,1,0.03,Direct
2024-07-26 19:10:13.648263,ORD000192,CUST00192,Home & Kitchen,Returning Customer,479.38,4,0.03,Social Media
2023-12-07 19:10:13.648263,ORD000193,CUST00193,Books,Returning Customer,31.99,1,0.17,Social Media
2023-11-16 19:10:13.648263,ORD000194,CUST00194,Books,New Customer,349.13,4,0.29,Email
2024-03-24 19:10:13.648263,ORD000195,CUST00195,Sports,Returning Customer,414.59,4,0.15,Email
2023-09-15 19:10:13.648263,ORD000196,CUST00196,Home & Kitchen,VIP Customer,478.46,3,0.2,Direct
2024-06-13 19:10:13.648263,ORD000197,CUST00197,Home & Kitchen,Returning Customer,396.56,4,0.0,Social Media
2024-02-17 19:10:13.648263,ORD000198,CUST00198,Toys,VIP Customer,185.6,2,0.01,Social Media
2024-03-11 19:10:13.648263,ORD000199,CUST00199,Books,New Customer,488.26,1,0.3,Direct
2024-02-26 19:10:13.648263,ORD000200,CUST00000,Toys,Returning Customer,395.9,4,0.0,Referral
2024-01-17 19:10:13.648263,ORD000201,CUST00001,Home & Kitchen,VIP Customer,271.76,3,0.03,Social Media
2024-05-03 19:10:13.648263,ORD000202,CUST00002,Toys,Returning Customer,90.72,3,0.29,Direct
2023-10-29 19:10:13.648263,ORD000203,CUST00003,Books,New Customer,276.13,2,0.18,Social Media
2024-08-17 19:10:13.648263,ORD000204,CUST00004,Clothing,Returning Customer,452.19,1,0.27,Social Media
2024-05-07 19:10:13.648263,ORD000205,CUST00005,Books,Returning Customer,93.62,2,0.11,Referral
2024-02-10 19:10:13.648263,ORD000206,CUST00006,Electronics,New Customer,177.5,3,0.07,Social Media
2024-05-04 19:10:13.648263,ORD000207,CUST00007,Sports,Returning Customer,132.1,2,0.19,Email
2023-08-31 19:10:13.648263,ORD000208,CUST00008,Books,VIP Customer,216.64,2,0.22,Referral
2023-11-11 19:10:13.648263,ORD000209,CUST00009,Home & Kitchen,New Customer,276.61,2,0.12,Social Media
2024-03-26 19:10:13.648263,ORD000210,CUST00010,Books,VIP Customer,267.08,3,0.25,Social Media
2023-12-23 19:10:13.648263,ORD000211,CUST00011,Home & Kitchen,Returning Customer,366.48,1,0.18,Direct
2024-04-06 19:10:13.648263,ORD000212,CUST00012,Books,New Customer,161.02,3,0.05,Email
2023-11-29 19:10:13.648263,ORD000213,CUST00013,Toys,VIP Customer,54.31,4,0.28,Direct
2024-03-14 19:10:13.648263,ORD000214,CUST00014,Clothing,Returning Customer,240.24,4,0.18,Direct
2023-11-21 19:10:13.648263,ORD000215,CUST00015,Sports,New Customer,160.82,3,0.12,Email
2024-02-15 19:10:13.648263,ORD000216,CUST00016,Electronics,VIP Customer,70.87,4,0.24,Social Media
2024-04-06 19:10:13.648263,ORD000217,CUST00017,Electronics,Returning Customer,53.15,1,0.2,Referral
2024-01-07 19:10:13.648263,ORD000218,CUST00018,Toys,VIP Customer,386.71,1,0.28,Direct
2024-02-25 19:10:13.648263,ORD000219,CUST00019,Toys,Returning Customer,393.43,1,0.02,Social Media
2023-11-11 19:10:13.648263,ORD000220,CUST00020,Home & Kitchen,Returning Customer,483.25,2,0.09,Referral
2024-05-08 19:10:13.648263,ORD000221,CUST00021,Home & Kitchen,VIP Customer,280.7,1,0.08,Direct
2024-01-09 19:10:13.648263,ORD000222,CUST00022,Books,Returning Customer,48.12,4,0.1,Referral
2024-07-03 19:10:13.648263,ORD000223,CUST00023,Electronics,Returning Customer,82.8,3,0.04,Direct
2023-12-07 19:10:13.648263,ORD000224,CUST00024,Toys,Returning Customer,217.97,4,0.17,Referral
2023-10-31 19:10:13.648263,ORD000225,CUST00025,Sports,VIP Customer,306.46,1,0.08,Direct
2023-10-13 19:10:13.648263,ORD000226,CUST00026,Sports,Returning Customer,59.94,1,0.15,Email
2024-03-24 19:10:13.648263,ORD000227,CUST00027,Books,Returning Customer,251.39,2,0.24,Email
2023-11-18 19:10:13.648263,ORD000228,CUST00028,Electronics,VIP Customer,335.92,4,0.01,Referral
2023-10-02 19:10:13.648263,ORD000229,CUST00029,Electronics,New Customer,112.81,4,0.2,Direct
2023-12-03 19:10:13.648263,ORD000230,CUST00030,Electronics,New Customer,491.58,4,0.11,Direct
2023-11-21 19:10:13.648263,ORD000231,CUST00031,Books,New Customer,390.17,3,0.03,Social Media
2024-01-31 19:10:13.648263,ORD000232,CUST00032,Home & Kitchen,VIP Customer,473.79,1,0.2,Referral
2024-01-13 19:10:13.648263,ORD000233,CUST00033,Books,Returning Customer,459.14,1,0.09,Referral
2023-10-19 19:10:13.648263,ORD000234,CUST00034,Clothing,VIP Customer,373.28,3,0.12,Social Media
2024-08-11 19:10:13.648263,ORD000235,CUST00035,Toys,New Customer,496.69,4,0.19,Email
2023-10-20 19:10:13.648263,ORD000236,CUST00036,Clothing,VIP Customer,272.48,4,0.11,Referral
2024-06-16 19:10:13.648263,ORD000237,CUST00037,Books,Returning Customer,223.98,3,0.06,Direct
2023-10-30 19:10:13.648263,ORD000238,CUST00038,Sports,New Customer,28.75,4,0.12,Email
2024-02-25 19:10:13.648263,ORD000239,CUST00039,Clothing,Returning Customer,46.1,3,0.05,Social Media
2024-08-24 19:10:13.648263,ORD000240,CUST00040,Sports,Returning Customer,60.31,1,0.07,Referral
2024-07-02 19:10:13.648263,ORD000241,CUST00041,Home & Kitchen,Returning Customer,357.41,1,0.27,Social Media
2024-03-02 19:10:13.648263,ORD000242,CUST00042,Sports,Returning Customer,395.17,2,0.25,Email
2024-05-16 19:10:13.648263,ORD000243,CUST00043,Home & Kitchen,New Customer,405.35,2,0.04,Email
2024-06-08 19:10:13.648263,ORD000244,CUST00044,Electronics,Returning Customer,284.3,2,0.08,Social Media
2023-12-14 19:10:13.648263,ORD000245,CUST00045,Electronics,Returning Customer,202.35,3,0.15,Referral
2024-03-19 19:10:13.648263,ORD000246,CUST00046,Sports,VIP Customer,332.69,1,0.06,Social Media
2024-03-21 19:10:13.648263,ORD000247,CUST00047,Home & Kitchen,New Customer,462.43,4,0.05,Email
2024-01-19 19:10:13.648263,ORD000248,CUST00048,Electronics,New Customer,103.8,2,0.25,Direct
2024-05-05 19:10:13.648263,ORD000249,CUST00049,Clothing,Returning Customer,241.02,1,0.09,Social Media
2023-09-17 19:10:13.648263,ORD000250,CUST00050,Home & Kitchen,New Customer,409.12,2,0.13,Direct
2024-06-19 19:10:13.648263,ORD000251,CUST00051,Books,New Customer,292.13,4,0.21,Email
2024-02-16 19:10:13.648263,ORD000252,CUST00052,Electronics,Returning Customer,246.44,1,0.1,Social Media
2024-04-12 19:10:13.648263,ORD000253,CUST00053,Toys,VIP Customer,295.22,2,0.24,Social Media
2024-02-07 19:10:13.648263,ORD000254,CUST00054,Toys,Returning Customer,451.46,4,0.28,Social Media
2023-12-27 19:10:13.648263,ORD000255,CUST00055,Home & Kitchen,VIP Customer,95.19,3,0.1,Referral
2024-01-05 19:10:13.648263,ORD000256,CUST00056,Sports,New Customer,255.1,2,0.28,Direct
2024-03-18 19:10:13.648263,ORD000257,CUST00057,Sports,VIP Customer,109.18,2,0.16,Email
2024-08-01 19:10:13.648263,ORD000258,CUST00058,Clothing,Returning Customer,68.74,2,0.24,Email
2023-11-29 19:10:13.648263,ORD000259,CUST00059,Toys,VIP Customer,424.32,4,0.12,Referral
